PolicyNumber,EffectiveDate,ExpirationDate,Term,InsuredCustomerNumber,InsuredCompanyName,WrittenPremiumAmount,LineOfBusiness,LineOfBusinessCode,NewOrRenewal,InsuredIndustry,InsuredSector,DistributionChannel,InsuredEIN,InsuredCity,InsuredStateCode,InsuredContactCellPhone,InsuredContactEmail,InsuredNumberOfEmployees,InsuredEmployeeTier,InsuredAnnualRevenue,ProducerProfitCenterID,Territory,ProducerCode,AgentName,GenerationDate
2581842,2022-01-16,2023-01-16,12,7205446,Disintermediate Value-Added E-Business,6480.00,Worker's Comp,WC,Renewal,Grocery Stores,Retail,Direct Portal,94-9661897,Minneapolis,MN,843-712-6166,vaughnamber@gonzalez-carrillo.info,36,1,25643232,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
4124640,2022-01-27,2023-01-27,12,5476702,Drive Bleeding-Edge Functionalities,107640.00,Commercial Auto,AUTO,New,Home Improvement,Construction,Agent Email Not-ACORD,00-0234454,Wichita Falls,TX,806-328-3678,marcuswalter@gmail.com,92,1,36563468,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
3202133,2022-01-26,2023-01-26,12,6149809,Architect Dynamic Models,180960.00,Worker's Comp,WC,New,Nonalcoholic Beverages,Consumer Non Cyclical,Direct Portal,91-8619129,Birmingham,AL,729-704-7317,matthewhubbard@kent.biz,464,2,243470080,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
9654590,2022-01-04,2023-01-04,12,2248543,Incubate Cutting-Edge Initiatives,62880.00,Worker's Comp,WC,New,Insurance Brokerage,Financial,Agent Email Not-ACORD,99-9299705,Honolulu,HI,350-410-1977,brian18@hotmail.com,262,2,106230782,65294,West,98527,ALKEME,2023-06-01 19:49:38.000+0000
599060,2022-01-21,2023-01-21,12,4318747,Enable Mission-Critical E-Commerce,204250.00,Worker's Comp,WC,New,Investment Services,Financial,Direct Voice,99-1181043,Mesa,AZ,329-334-8645,rodriguezzachary@marquez.org,817,3,961448051,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
8824336,2022-01-03,2023-01-03,12,7524456,Deliver Virtual Synergies,11750.00,Worker's Comp,WC,New,Furniture & Fixtures,Retail,Agent Email Not-ACORD,94-1753122,Newport News,VA,675-774-7842,peggycampbell@gmail.com,47,1,15893379,83896,Southeast,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
6381122,2022-01-03,2023-01-03,12,6258806,Facilitate Granular Solutions,4500.00,Worker's Comp,WC,Renewal,Retail Apparel,Retail,Agent Email ACORD,92-9571906,Little Rock,AR,922-131-6136,jbenjamin@bailey-villa.com,18,1,3586356,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
5809850,2022-01-20,2023-01-20,12,7227372,Synthesize Best-Of-Breed Markets,222300.00,Worker's Comp,WC,Renewal,Pharmacy Services & Retail Drugstore,Retail,Agent Email Not-ACORD,99-8654046,Fargo,ND,362-310-4472,marcwright@robinson-hickman.org,285,2,633878760,31793,Central,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
440023,2022-01-02,2023-01-02,12,9934228,Strategize Revolutionary Mindshare,297990.00,Commercial Auto,AUTO,New,Furniture & Fixtures,Retail,Agent Email Not-ACORD,90-4332630,New Orleans,LA,114-683-5980,angela57@hotmail.com,903,3,305355771,16296,Central,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
6780555,2022-01-12,2023-01-12,12,5992562,Engineer Real-Time Metrics,346240.00,Worker's Comp,WC,Renewal,Security & Armored Car Services,Transportation,Agent Email ACORD,00-0270028,Lincoln,NE,928-258-3805,lynnharris@gmail.com,541,3,86845107,16296,Central,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
5367970,2022-01-09,2023-01-09,12,5688436,Redefine Proactive Infrastructures,191400.00,Commercial Auto,AUTO,Renewal,Specialty Retail,Retail,Agent Email ACORD,94-7238821,Chicago,IL,679-015-6986,cmendoza@gmail.com,957,3,550474056,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
2752452,2022-01-11,2023-01-11,12,2834769,Revolutionize Plug-And-Play Convergence,30600.00,Commercial Auto,AUTO,New,Office Supplies,Consumer Non Cyclical,Agent Email ACORD,93-1612590,Detroit,MI,876-944-3312,jessemason@wilson.com,306,2,100330974,16296,Central,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
7718449,2022-01-20,2023-01-20,12,8578836,Orchestrate 24/365 Convergence,40400.00,Commercial Auto,AUTO,Renewal,Insurance Brokerage,Financial,Agent Portal,98-1757076,Fargo,ND,493-072-3524,crystal38@williams.com,404,2,163806244,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
6555984,2022-01-06,2023-01-06,12,9546657,Monetize Ubiquitous Web-Readiness,111020.00,Worker's Comp,WC,Renewal,Agricultural Production,Consumer Non Cyclical,Direct Portal,99-0727395,Philadelphia,PA,415-987-8323,martineztom@smith.com,182,2,223009696,64599,Northeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
3382705,2022-01-17,2023-01-17,12,2026707,Reinvent Efficient Schemas,36600.00,Commercial Auto,AUTO,New,Regional Banks,Financial,Agent Email ACORD,90-0691823,Little Rock,AR,305-597-1780,frazierthomas@montes.com,366,2,190676118,83896,Central,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
2058952,2022-01-04,2023-01-04,12,8228018,Enable Web-Enabled Applications,18000.00,Worker's Comp,WC,New,Department & Discount Retail,Retail,Agent Email ACORD,98-8994068,Albuquerque,NM,155-247-7982,kennethcooper@hotmail.com,75,1,17981925,34312,West,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
8000469,2022-01-21,2023-01-21,12,3098596,Monetize World-Class Experiences,6300.00,Commercial Auto,AUTO,Renewal,Retail Apparel,Retail,Agent Email ACORD,92-7938361,Nashville,TN,544-782-0408,kenneth81@hotmail.com,63,1,12552246,65294,Central,98527,ALKEME,2023-06-01 19:49:38.000+0000
8682038,2022-01-31,2023-01-31,12,6057836,Incentivize Leading-Edge Technologies,16470.00,Worker's Comp,WC,New,Agricultural Production,Consumer Non Cyclical,Agent Email Not-ACORD,92-2360560,Pembroke Pines,FL,943-192-2022,justinsanders@yahoo.com,27,1,33083856,83896,Southeast,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
8310130,2022-01-28,2023-01-28,12,9502216,Facilitate Clicks-And-Mortar Infrastructures,12300.00,Commercial Auto,AUTO,New,Insurance Brokerage,Financial,Agent Portal,95-3726168,Albuquerque,NM,435-680-5385,mjones@yahoo.com,123,2,49871703,16296,West,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
7104852,2022-01-27,2023-01-27,12,1594837,Incubate Back-End Roi,53790.00,Commercial Auto,AUTO,Renewal,Furniture & Fixtures,Retail,Agent Email Not-ACORD,99-9893919,North Charleston,SC,863-805-1475,michael10@yahoo.com,163,2,55119591,16296,Southeast,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
8211759,2022-01-08,2023-01-08,12,9137230,Incentivize Value-Added Convergence,39360.00,Worker's Comp,WC,New,Insurance Brokerage,Financial,Direct Voice,92-5955765,Jackson,MS,336-773-8508,sarahrichardson@cook.com,164,2,66495604,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
4282765,2022-01-22,2023-01-22,12,8949229,Integrate Back-End Portals,7700.00,Commercial Auto,AUTO,Renewal,Food Processing,Consumer Non Cyclical,Agent Email ACORD,92-0729362,Cheyenne,WY,010-353-5466,jeremyconley@ward.com,77,1,65738673,34312,West,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
4786818,2022-01-30,2023-01-30,12,2648801,Incubate World-Class Schemas,83160.00,Commercial Auto,AUTO,New,Furniture & Fixtures,Retail,Direct Voice,95-3355976,New Orleans,LA,662-320-1343,umontgomery@gmail.com,252,2,85215564,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
5698791,2022-01-01,2023-01-01,12,9583760,Incubate User-Centric Content,737100.00,Commercial Auto,AUTO,Renewal,Transport & Logistics,Transportation,Agent Email Not-ACORD,90-0361689,Montgomery,AL,508-463-4534,hortoneric@gmail.com,455,2,132424565,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
5915475,2022-01-18,2023-01-18,12,4281586,Iterate E-Business Initiatives,43000.00,Commercial Auto,AUTO,Renewal,Technology Retail,Retail,Direct Portal,98-5668757,Lee's Summit,MO,221-759-6907,bradfordkristina@hotmail.com,430,2,303930020,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
8992751,2022-01-24,2023-01-24,12,6977251,Re-Contextualize Global E-Tailers,540.00,Worker's Comp,WC,New,Grocery Stores,Retail,Agent Email ACORD,91-5900776,Boston,MA,452-113-0577,uschneider@gmail.com,3,1,2136936,25859,Northeast,49514,Premier Group Insurance Inc.,2023-06-01 19:49:38.000+0000
797046,2022-01-25,2023-01-25,12,6595148,Engage Global Bandwidth,177500.00,Worker's Comp,WC,Renewal,Furniture & Fixtures,Retail,Agent Email ACORD,98-4187309,Cheyenne,WY,194-891-9013,peterswillie@moreno.com,710,3,240091470,49345,West,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
3206484,2022-01-27,2023-01-27,12,4057975,Empower Proactive Eyeballs,147940.00,Worker's Comp,WC,New,Consumer Financial Services,Financial,Agent Email Not-ACORD,94-2673780,Kansas City,MO,462-756-0614,cwilson@robinson.com,569,3,551202249,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
9425143,2022-01-19,2023-01-19,12,4694891,Scale User-Centric Paradigms,5490.00,Worker's Comp,WC,Renewal,Agricultural Production,Consumer Non Cyclical,Agent Email Not-ACORD,95-9524190,Baltimore,MD,167-729-0205,greeradam@gmail.com,9,1,11027952,31793,Northeast,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
3329541,2022-01-31,2023-01-31,12,3881859,Target Front-End Infrastructures,69300.00,Worker's Comp,WC,Renewal,Advertising,Services,Agent Portal,94-1707150,San Diego,CA,433-432-5826,fhull@ortega.net,99,1,30883347,89148,West,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
281268,2022-01-16,2023-01-16,12,6058529,Exploit Dynamic E-Commerce,230750.00,Commercial Auto,AUTO,New,Environmental Services,Services,Direct Portal,98-0562861,Fayetteville,NC,122-268-3231,vanessawhite@sandoval.org,355,2,143030565,64599,Southeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
1286136,2022-01-27,2023-01-27,12,2188871,Aggregate Mission-Critical Content,255200.00,Worker's Comp,WC,New,Real Estate Operations,Services,Agent Portal,98-2845979,Greensboro,NC,929-449-1421,brodriguez@yahoo.com,440,2,635462960,31793,Southeast,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
7218795,2022-01-19,2023-01-19,12,3968672,Reinvent One-To-One Niches,222720.00,Commercial Auto,AUTO,New,Grocery Stores,Retail,Direct Portal,91-3051070,Lee's Summit,MO,532-912-1547,kevinbutler@yahoo.com,928,3,661025536,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
7711933,2022-01-03,2023-01-03,12,5390368,Seize 24/7 E-Commerce,152540.00,Worker's Comp,WC,Renewal,Automotive Aftermarket,Retail,Direct Voice,99-0159968,Fargo,ND,390-958-7860,bakerbruce@novak.com,263,2,204733928,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
9130357,2022-01-24,2023-01-24,12,8725251,Extend Revolutionary Relationships,309540.00,Commercial Auto,AUTO,New,Furniture & Fixtures,Retail,Agent Email Not-ACORD,99-0943752,Fargo,ND,543-903-2359,shelby09@perry.com,938,3,317191266,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:38.000+0000
1652796,2022-01-30,2023-01-30,12,9502216,Facilitate Clicks-And-Mortar Infrastructures,29520.00,Worker's Comp,WC,New,Insurance Brokerage,Financial,Agent Email Not-ACORD,95-3726168,Albuquerque,NM,435-680-5385,mjones@yahoo.com,123,2,49871703,65294,West,98527,ALKEME,2023-06-01 19:49:38.000+0000
6310040,2022-01-21,2023-01-21,12,4698229,Whiteboard Cross-Platform Architectures,59600.00,Commercial Auto,AUTO,New,Alcoholic Beverages,Consumer Non Cyclical,Direct Portal,92-7166033,Louisville,KY,151-454-2581,avilayolanda@hotmail.com,596,3,2288390872,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
4758661,2022-01-12,2023-01-12,12,5171608,Strategize One-To-One Roi,352800.00,Commercial Auto,AUTO,Renewal,Personal Services,Services,Agent Email ACORD,90-3369709,Lansing,MI,028-899-0670,sara93@gmail.com,441,2,706546827,34312,Central,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
5718297,2022-02-11,2023-02-11,12,1240159,Innovate Clicks-And-Mortar Initiatives,20400.00,Worker's Comp,WC,Renewal,Home Improvement,Construction,Agent Email Not-ACORD,92-6046027,Sandy Springs,GA,751-806-1543,chavezalicia@hotmail.com,51,1,20268879,89148,Southeast,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
8454165,2022-02-27,2023-02-27,12,6627810,Implement Rich Experiences,236340.00,Commercial Auto,AUTO,Renewal,Home Improvement,Construction,Direct Voice,98-3070741,Little Rock,AR,387-972-5919,armstronglarry@hotmail.com,202,2,80280658,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
1330906,2022-02-01,2023-02-01,12,7326512,Transform Sticky Technologies,97440.00,Worker's Comp,WC,New,Forestry & Wood Products,Construction,Direct Voice,91-3545614,Wichita,KS,869-933-2125,ashley99@hotmail.com,336,2,322606368,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
5357925,2022-02-08,2023-02-08,12,9958371,Incentivize Strategic Mindshare,53720.00,Worker's Comp,WC,Renewal,Special Transportation Services,Transportation,Direct Portal,93-0409623,Houston,TX,445-796-8042,charlottewhite@gmail.com,158,2,535190240,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
7069905,2022-02-09,2023-02-09,12,9212423,Integrate Customized Platforms,9840.00,Worker's Comp,WC,Renewal,Department & Discount Retail,Retail,Agent Email Not-ACORD,92-9970908,Milwaukee,WI,856-064-5385,mercedes85@brooks.net,41,1,9830119,34312,Central,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
672302,2022-02-11,2023-02-11,12,7286958,Engage Best-Of-Breed Synergies,112320.00,Worker's Comp,WC,Renewal,Food Processing,Consumer Non Cyclical,Agent Email Not-ACORD,94-5155849,Boise,ID,408-459-9464,mikefrazier@hotmail.com,432,2,368819568,83896,West,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
3753791,2022-02-22,2023-02-22,12,1208721,Incentivize Magnetic Eyeballs,87660.00,Worker's Comp,WC,Renewal,Grocery Stores,Retail,Agent Email ACORD,90-2814726,Indianapolis,IN,161-587-5392,qthompson@richardson.biz,487,2,346895944,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:38.000+0000
5841120,2022-02-25,2023-02-25,12,3881765,Incubate Virtual Portals,90960.00,Worker's Comp,WC,Renewal,Department & Discount Retail,Retail,Agent Email Not-ACORD,98-0807249,Detroit,MI,346-794-6841,marissalopez@hotmail.com,379,2,90868661,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
2041490,2022-02-14,2023-02-14,12,9229908,Evolve One-To-One Paradigms,45000.00,Commercial Auto,AUTO,New,Agricultural Production,Consumer Non Cyclical,Agent Portal,93-2120498,Little Rock,AR,167-136-1890,parkerdaniel@gmail.com,75,1,91899600,83896,Central,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
6702855,2022-02-15,2023-02-15,12,6182316,Drive One-To-One Communities,58200.00,Commercial Auto,AUTO,Renewal,Specialty Retail,Retail,Agent Email ACORD,99-9867917,Norfolk,VA,164-582-0985,carnold@yahoo.com,291,2,167385528,49345,Southeast,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
8706144,2022-02-15,2023-02-15,12,3019890,Re-Contextualize Synergistic Vortals,3300.00,Commercial Auto,AUTO,Renewal,"Internet, Mail Order & Online Shops",Retail,Agent Email Not-ACORD,95-2186857,Kansas City,MO,326-202-8629,lewischarles@ray.com,33,1,19277874,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
7226516,2022-02-27,2023-02-27,12,4942816,Implement B2C Users,67860.00,Worker's Comp,WC,New,Automotive Aftermarket,Retail,Agent Email Not-ACORD,90-6707259,Birmingham,AL,354-201-0564,handerson@hotmail.com,117,2,91079352,34312,Central,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
131251,2022-02-01,2023-02-01,12,2915483,Reinvent Robust Solutions,75240.00,Worker's Comp,WC,Renewal,Wholesale,Retail,Agent Portal,92-5193690,Phoenix,AZ,889-016-5338,samantha59@yahoo.com,228,2,216371544,49345,West,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
3204346,2022-02-04,2023-02-04,12,4895812,Integrate Cross-Media Content,49100.00,Commercial Auto,AUTO,New,Nonalcoholic Beverages,Consumer Non Cyclical,Direct Portal,94-7558565,Albuquerque,NM,726-654-8703,xbaker@dawson-ramirez.com,491,2,257637520,64599,West,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
2448153,2022-02-01,2023-02-01,12,4942790,Disintermediate One-To-One Applications,7700.00,Commercial Auto,AUTO,Renewal,Advertising,Services,Direct Voice,93-2476512,Montpelier,VT,316-813-6945,ywoodard@williams.com,77,1,24020381,69393,Northeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
6639825,2022-02-15,2023-02-15,12,9992484,Maximize B2C Experiences,16250.00,Worker's Comp,WC,New,Office Supplies,Consumer Non Cyclical,Agent Email ACORD,94-0403375,Port St. Lucie,FL,975-800-0181,katelynwilliams@collins-alvarez.com,65,1,21312135,49345,Southeast,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
3418742,2022-02-04,2023-02-04,12,1129899,Re-Contextualize Open-Source Methodologies,8700.00,Commercial Auto,AUTO,Renewal,Personal & Household Products,Consumer Non Cyclical,Agent Portal,91-0429456,Little Rock,AR,896-944-1745,janderson@yahoo.com,87,1,46567707,16296,Central,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
3412750,2022-02-06,2023-02-06,12,4642109,Empower Visionary Niches,495300.00,Commercial Auto,AUTO,Renewal,Environmental Services,Services,Agent Email Not-ACORD,91-6502069,Kansas City,MO,550-501-6496,jasonthompson@hotmail.com,762,3,307012086,16296,Central,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
1121312,2022-02-15,2023-02-15,12,7975721,Iterate Magnetic Interfaces,32700.00,Commercial Auto,AUTO,Renewal,Regional Banks,Financial,Agent Email Not-ACORD,93-0735535,Charleston,WV,118-083-3082,porterelizabeth@gmail.com,327,2,170358171,16296,Southeast,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
1375205,2022-02-09,2023-02-09,12,1561982,Drive Integrated Applications,28300.00,Commercial Auto,AUTO,Renewal,Insurance Brokerage,Financial,Direct Voice,92-8440127,Louisville,KY,923-099-7056,hyoung@hotmail.com,283,2,114745463,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
6383849,2022-02-01,2023-02-01,12,7345526,Facilitate Scalable Bandwidth,8120.00,Worker's Comp,WC,Renewal,Automotive Aftermarket,Retail,Agent Email Not-ACORD,99-5291055,Davenport,IA,442-887-7620,anthony71@walker-williams.info,14,1,10898384,34312,Central,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
2027376,2022-02-07,2023-02-07,12,3498226,Expedite Customized Deliverables,268400.00,Worker's Comp,WC,Renewal,Agricultural Production,Consumer Non Cyclical,Agent Email Not-ACORD,95-2358233,Jacksonville,FL,344-601-6281,masonjames@hotmail.com,440,2,539144320,31793,Southeast,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
1877491,2022-02-25,2023-02-25,12,1161973,Visualize User-Centric Models,15840.00,Commercial Auto,AUTO,New,Restaurants,Services,Agent Email Not-ACORD,98-5878486,Rochester,MN,927-499-5459,nguyenbrandon@gmail.com,72,1,12913920,65294,Central,98527,ALKEME,2023-06-01 19:49:38.000+0000
4652699,2022-02-26,2023-02-26,12,6385164,Utilize Proactive Eyeballs,36100.00,Commercial Auto,AUTO,New,Alcoholic Beverages,Consumer Non Cyclical,Direct Voice,93-0969109,Savannah,GA,573-108-4562,ericahernandez@yahoo.com,361,2,1386089102,69393,Southeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
8733741,2022-02-01,2023-02-01,12,5960809,Transition One-To-One Vortals,47190.00,Worker's Comp,WC,New,Wholesale,Retail,Direct Voice,92-4323019,Sioux Falls,SD,523-128-9930,stevenlee@hotmail.com,143,2,135706714,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
2177347,2022-02-08,2023-02-08,12,1372280,Architect Holistic E-Markets,423400.00,Worker's Comp,WC,New,Automotive Aftermarket,Retail,Agent Portal,91-2494233,Raleigh,NC,473-429-8693,andersonkim@pittman-sanchez.com,730,3,568272880,16296,Southeast,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
4694520,2022-02-06,2023-02-06,12,2141797,E-Enable Open-Source Vortals,515700.00,Commercial Auto,AUTO,New,Special Transportation Services,Transportation,Agent Email ACORD,99-2897624,Charleston,WV,182-387-0263,kimberlylivingston@dickson.info,382,2,1293940960,83896,Southeast,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
