policyid,customerno,policyquotationdate,policyeffectivedate,sex,firstname,lastname,customerdob,issuestate,city,country,issueage,smokingclass,uwclass,coverageunit,prodcode,yearlypremium,policystatus,sumassured,nationalid,maritalstatus,emailid,phoneno,policyterm,newrenew,producer,policyterminationdate,policyterminationreason,monthlypremium,agentcommision,premiumpaidtilldate,commisionpaidtilldate,beneficiaryname,beneficiaryrelationship,beneficiarypct,lastupdated
10009938,10039713,2022-12-07,2022/12/08,F,Sherry,Gonzalez,1959/11/15,ID,Meridian,USA,63,N,2,428,A0001,556,A,428000,294-53-0181,single,matthew53@gmail.com,436-327-2203,15,N,P1001185,2037-12-08,,53.28,11.72,53.28,11.72,Christina Carter,Spouse,100,14/02/2023 10:19:06
10009939,10037964,2022-11-06,2022/12/08,F,Maria,Carter,2008/09/27,VA,Richmond,USA,14,N,0,362,A0001,416,A,362000,026-41-8602,single,sharon71@yahoo.com,781-231-3787,15,N,P1002516,2037-12-08,,39.87,8.77,39.87,8.77,Tina English,Daughter,100,14/02/2023 10:19:06
10009940,10027029,2022-10-10,2022/12/08,M,Matthew,Simon,2007/04/19,NM,Albuquerque,USA,15,N,2,375,A0001,431,A,375000,732-82-6135,single,adamfrank@gmail.com,854-067-4366,15,R,P1003740,2037-12-08,,41.3,9.09,41.3,9.09,Kimberly Haley,Spouse,100,14/02/2023 10:19:06
10009941,10010478,2022-10-02,2022/12/08,M,Michael,Jones,1967/08/11,SD,Sioux Falls,USA,55,N,1,363,A0001,471,A,363000,498-57-2485,single,kennethcarey@hotmail.com,430-376-7623,15,R,P1001312,2037-12-08,,45.14,9.93,45.14,9.93,Donald Rojas,Daughter,100,14/02/2023 10:19:06
10009942,10018832,2022-11-13,2022/12/08,F,Sara,Swanson,1990/02/08,CO,Colorado Springs,USA,32,S,1,264,A0001,316,A,264000,124-02-3299,single,david14@gmail.com,507-756-9028,15,R,P1000635,2037-12-08,,30.28,6.66,30.28,6.66,Larry Sanchez,Son,100,14/02/2023 10:19:06
10009943,10000129,2022-09-28,2022/12/08,M,Evan,Brown,1990/01/28,TN,Clarksville,USA,32,S,1,248,A0001,297,A,248000,747-38-0896,single,taylortimothy@hotmail.com,244-155-1869,15,N,P1001982,2037-12-08,,28.46,6.26,28.46,6.26,Michael Mitchell,Daughter,100,14/02/2023 10:19:06
10009944,10023968,2022-10-23,2022/12/08,M,Richard,Silva,1985/12/24,CO,Aurora,USA,36,N,0,408,A0001,469,A,408000,161-16-6753,single,pollarderic@hotmail.com,637-426-3526,15,N,P1001632,2037-12-08,,44.95,9.89,44.95,9.89,Katherine Perry,Spouse,100,14/02/2023 10:19:06
10009945,10008934,2022-10-08,2022/12/08,M,Melvin,Harris,1956/05/01,KY,Lexington,USA,66,N,2,107,A0001,139,A,107000,350-68-6585,single,hjenkins@hotmail.com,281-842-7980,15,N,P1003912,2037-12-08,,13.32,2.93,13.32,2.93,Tracy Ramirez,Daughter,100,14/02/2023 10:19:06
10009946,10023110,2022-11-09,2022/12/08,M,Daniel,Diaz,1981/10/05,WY,Cheyenne,USA,41,N,1,260,A0001,299,A,260000,072-35-3287,single,michellereed@gmail.com,143-546-4170,15,N,P1001281,2037-12-08,,28.65,6.3,28.65,6.3,Willie Juarez,Daughter,100,14/02/2023 10:19:06
10009947,10035531,2022-11-01,2022/12/08,M,Dustin,Thomas,1944/06/01,PA,Pittsburgh,USA,78,N,2,293,A0001,380,A,293000,363-35-7141,married,lbaker@hotmail.com,113-294-3123,15,R,P1001842,2037-12-08,,36.42,8.01,36.42,8.01,Robert Thompson,Son,100,14/02/2023 10:19:06
10009948,10003398,2022-09-11,2022/12/09,F,Michele,Thomas,1962/06/21,FL,Jacksonville,USA,60,S,2,166,A0001,232,A,166000,027-79-4884,single,marissaharris@gmail.com,106-473-8363,15,R,P1001517,2037-12-09,,22.23,4.89,22.23,4.89,Evan Powell,Son,100,14/02/2023 10:19:06
10009949,10020714,2022-10-13,2022/12/09,M,Stephen,Lawrence,1996/05/03,TN,Memphis,USA,26,S,0,124,A0001,148,A,124000,530-54-0643,single,john06@hotmail.com,222-295-2638,15,R,P1002491,2037-12-09,,14.18,3.12,14.18,3.12,David Berger,Spouse,100,14/02/2023 10:19:06
10009950,10018496,2022-11-14,2022/12/09,M,Gregory,Young,1980/03/13,IL,Chicago,USA,42,S,1,356,A0001,427,A,356000,370-16-1215,married,tcobb@yahoo.com,551-746-4288,15,N,P1000092,2037-12-09,,40.92,9.0,40.92,9.0,Tammy Washington,Spouse,100,14/02/2023 10:19:06
10009951,10010672,2022-10-11,2022/12/09,M,Michael,Reynolds,2002/08/24,MO,Kansas City,USA,20,N,0,305,A0001,350,A,305000,438-12-7548,divorced,johnsonbrad@yahoo.com,675-005-5999,15,N,P1003213,2037-12-09,,33.54,7.38,33.54,7.38,Christina Doyle,Spouse,100,14/02/2023 10:19:06
10009952,10031964,2022-11-04,2022/12/09,M,Ronald,Nelson,1951/12/04,MN,Minneapolis,USA,71,N,0,219,A0001,284,A,219000,402-14-3711,married,claudia00@hotmail.com,442-272-8979,15,N,P1001890,2037-12-09,,27.22,5.99,27.22,5.99,Mark Butler,Spouse,100,14/02/2023 10:19:06
10009953,10006956,2022-10-03,2022/12/09,F,Christina,Medina,2004/04/14,NV,Reno,USA,18,S,0,429,A0001,514,A,429000,242-25-2638,single,john26@yahoo.com,550-124-8966,15,N,P1002607,2037-12-09,,49.26,10.84,49.26,10.84,Timothy Poole,Spouse,100,14/02/2023 10:19:06
10009954,10039573,2022-11-15,2022/12/09,M,Dennis,Lopez,1964/01/06,CT,Waterbury,USA,58,N,0,81,A0001,105,A,81000,348-07-9531,single,donnasullivan@hotmail.com,014-272-9756,15,R,P1002306,2037-12-09,,10.06,2.21,10.06,2.21,Wesley Perez,Son,100,14/02/2023 10:19:06
10009955,10034070,2022-10-20,2022/12/09,M,Christian,Harrison,1997/06/06,NV,North Las Vegas,USA,25,N,2,154,A0001,177,A,154000,294-25-9948,single,stephanie11@gmail.com,789-363-4037,15,N,P1002554,2037-12-09,,16.96,3.73,16.96,3.73,Michael Owen,Spouse,100,14/02/2023 10:19:06
10009956,10011507,2022-11-10,2022/12/09,M,William,Jones,1984/01/16,IN,Evansville,USA,38,N,2,426,A0001,489,A,426000,797-44-8968,divorced,jcunningham@gmail.com,704-490-0905,15,R,P1001839,2037-12-09,,46.86,10.31,46.86,10.31,Kendra Travis,Spouse,100,14/02/2023 10:19:06
10009957,10013275,2022-10-29,2022/12/10,M,Ryan,Bowen,1961/02/22,WV,Charleston,USA,61,N,0,454,A0001,590,A,454000,678-33-8640,divorced,youngcaitlin@gmail.com,409-783-7850,15,R,P1002152,2037-12-10,,56.54,12.44,56.54,12.44,Rebecca Howard,Son,100,14/02/2023 10:19:06
10009958,10006328,2022-11-01,2022/12/10,F,Elizabeth,Lucas,1992/04/10,IN,South Bend,USA,30,N,0,358,A0001,411,A,358000,561-70-0342,single,kellydavenport@yahoo.com,969-636-3901,15,N,P1000594,2037-12-10,,39.39,8.67,39.39,8.67,Sarah Harris,Son,100,14/02/2023 10:19:06
10009959,10042540,2022-10-19,2022/12/10,M,Robert,Gillespie,2000/01/05,MA,Boston,USA,22,S,0,315,A0001,378,A,315000,885-22-6461,married,thomasjamie@gmail.com,361-058-9761,15,N,P1001361,2037-12-10,,36.22,7.97,36.22,7.97,Edward Dunn,Son,100,14/02/2023 10:19:06
10009960,10006176,2022-09-25,2022/12/10,M,Willie,Ayala,1955/02/25,OH,Columbus,USA,67,N,0,145,A0001,188,A,145000,659-74-8851,single,robertlopez@yahoo.com,498-627-8196,15,N,P1000098,2037-12-10,,18.02,3.96,18.02,3.96,Sean Smith,Spouse,100,14/02/2023 10:19:06
10009961,10037209,2022-11-16,2022/12/10,F,Brandi,Flynn,2003/06/24,SD,Sioux Falls,USA,19,S,1,440,A0001,528,A,440000,407-03-5748,divorced,johnlawrence@gmail.com,725-410-2258,15,R,P1003248,2037-12-10,,50.6,11.13,50.6,11.13,Natalie Cooper,Spouse,100,14/02/2023 10:19:06
10009962,10007384,2022-10-26,2022/12/10,F,Susan,Kelley,1995/12/29,IN,Indianapolis,USA,26,N,0,341,A0001,392,A,341000,791-87-3738,single,wisechad@hotmail.com,648-383-2735,15,R,P1001486,2037-12-10,,37.57,8.27,37.57,8.27,Tammy Serrano,Spouse,100,14/02/2023 10:19:06
10009963,10002091,2022-09-28,2022/12/10,F,Brooke,Mcconnell,1982/11/09,TX,Dallas,USA,40,S,2,156,A0001,187,A,156000,832-17-1243,married,joneskatherine@yahoo.com,840-024-5856,15,R,P1000514,2037-12-10,,17.92,3.94,17.92,3.94,Johnathan Obrien,Daughter,100,14/02/2023 10:19:06
10009964,10036483,2022-10-22,2022/12/10,F,Tamara,Patel,1947/11/29,AR,Little Rock,USA,75,S,0,495,A0001,693,A,495000,142-10-2748,married,weaverjacqueline@yahoo.com,246-113-3023,15,N,P1001334,2037-12-10,,66.41,14.61,66.41,14.61,Hannah Johnson,Daughter,100,14/02/2023 10:19:06
10009965,10047962,2022-09-14,2022/12/10,F,Megan,Brown,1983/07/11,NJ,Woodbridge,USA,39,S,1,111,A0001,133,A,111000,878-37-8176,married,andrewmalone@yahoo.com,288-107-1310,15,R,P1003936,2037-12-10,,12.75,2.81,12.75,2.81,Jermaine Burch,Spouse,100,14/02/2023 10:19:06
10009966,10007788,2022-10-27,2022/12/10,M,Tyler,Avila,1992/07/16,NH,Manchester,USA,30,N,0,275,A0001,316,A,275000,606-39-7655,single,alexis70@yahoo.com,240-148-8720,15,R,P1000474,2037-12-10,,30.28,6.66,30.28,6.66,John Scott,Son,100,14/02/2023 10:19:06
10009967,10014636,2022-11-11,2022/12/10,F,Maria,Bennett,1997/12/29,SC,Charleston,USA,24,S,1,448,A0001,537,A,448000,396-39-4811,married,smithrichard@gmail.com,045-807-4395,15,R,P1000649,2037-12-10,,51.46,11.32,51.46,11.32,Anthony Whitehead,Spouse,100,14/02/2023 10:19:06
10009968,10013870,2022-10-06,2022/12/10,M,Andrew,Jensen,1945/03/29,NM,Rio Rancho,USA,77,S,0,486,A0001,680,A,486000,008-85-4762,single,llee@hotmail.com,448-498-2059,15,N,P1002669,2037-12-10,,65.17,14.34,65.17,14.34,Michelle Rodriguez,Son,100,14/02/2023 10:19:06
10009969,10027008,2022-11-14,2022/12/10,M,Bryan,Banks,1941/08/10,CO,Denver,USA,81,N,0,303,A0001,181,A,303000,540-59-0350,single,charles46@hotmail.com,082-088-0594,15,N,P1003434,2037-12-10,,17.35,3.82,17.35,3.82,Evelyn Jones,Spouse,100,14/02/2023 10:19:06
10009970,10003778,2022-10-31,2022/12/11,M,Edward,King,1971/01/01,NV,Las Vegas,USA,51,N,2,479,A0001,622,A,479000,509-28-1026,single,rileymoore@yahoo.com,758-403-4387,15,R,P1003180,2037-12-11,,59.61,13.11,59.61,13.11,Eric Smith,Son,100,14/02/2023 10:19:06
10009971,10012707,2022-09-25,2022/12/11,F,Abigail,Lopez,1954/07/17,GA,South Fulton,USA,68,N,0,475,A0001,617,A,475000,735-03-8155,divorced,jeremy74@hotmail.com,058-175-6912,15,N,P1001022,2037-12-11,,59.13,13.01,59.13,13.01,Theodore Wilkins,Son,100,14/02/2023 10:19:06
10009972,10003383,2022-11-09,2022/12/11,F,Tammy,Jones,1971/08/31,TN,Memphis,USA,51,S,2,225,A0001,315,A,225000,174-35-7588,single,george20@gmail.com,237-503-0821,15,N,P1003483,2037-12-11,,30.19,6.64,30.19,6.64,Jennifer Moran,Spouse,100,14/02/2023 10:19:06
10009973,10027441,2022-11-20,2022/12/11,F,April,Wallace,1973/12/21,TX,Houston,USA,48,N,2,461,A0001,599,A,461000,577-83-3008,single,jameschavez@hotmail.com,088-887-7075,15,R,P1002801,2037-12-11,,57.4,12.63,57.4,12.63,John Ferguson,Son,100,14/02/2023 10:19:06
10009974,10029766,2022-09-23,2022/12/11,F,Donna,Swanson,1957/07/30,AL,Mobile,USA,65,S,0,303,A0001,424,A,303000,236-01-4488,married,gonzalezanthony@gmail.com,879-430-7812,15,R,P1003877,2037-12-11,,40.63,8.94,40.63,8.94,Brittany Lynch,Spouse,100,14/02/2023 10:19:06
10009975,10024004,2022-09-14,2022/12/11,F,Erika,Moore,1979/08/04,IA,Davenport,USA,43,N,2,191,A0001,219,A,191000,716-07-3005,single,ianderson@hotmail.com,928-683-0252,15,R,P1003763,2037-12-11,,20.99,4.62,20.99,4.62,Isaac Jones,Daughter,100,14/02/2023 10:19:06
10009976,10030999,2022-10-01,2022/12/11,M,Joshua,Wong,1959/02/07,AR,Little Rock,USA,63,S,2,460,A0001,644,A,460000,676-16-8845,married,qmorales@yahoo.com,702-956-9971,15,R,P1001340,2037-12-11,,61.72,13.58,61.72,13.58,Connie Rodriguez,Daughter,100,14/02/2023 10:19:06
10009977,10011827,2022-10-30,2022/12/11,M,Ricky,Smith,1972/01/16,CO,Centennial,USA,50,N,0,309,A0001,401,A,309000,442-18-8921,single,mmccarty@gmail.com,556-666-7204,15,R,P1000149,2037-12-11,,38.43,8.45,38.43,8.45,Robert Pope,Daughter,100,14/02/2023 10:19:06
10009978,10043064,2022-09-27,2022/12/11,F,Donna,Stone,1961/09/30,ND,Fargo,USA,61,N,0,493,A0001,640,A,493000,272-49-3501,single,ihall@yahoo.com,062-775-8838,15,R,P1002638,2037-12-11,,61.33,13.49,61.33,13.49,Kevin Reynolds,Son,100,14/02/2023 10:19:06
10009979,10023717,2022-11-07,2022/12/11,F,Sandra,Faulkner,1976/09/29,OK,Oklahoma City,USA,46,N,2,256,A0001,332,A,256000,870-53-0356,single,michael88@hotmail.com,323-252-7480,15,N,P1000147,2037-12-11,,31.82,7.0,31.82,7.0,Patricia Jones,Daughter,100,14/02/2023 10:19:06
10009980,10031838,2022-09-16,2022/12/11,F,Alicia,Frederick,1981/08/29,FL,Tallahassee,USA,41,S,0,457,A0001,548,A,457000,680-19-6853,single,george21@yahoo.com,264-444-0568,15,N,P1003648,2037-12-11,,52.52,11.55,52.52,11.55,Kevin Boyer,Daughter,100,14/02/2023 10:19:06
10009981,10022907,2022-11-28,2022/12/12,F,Kathleen,Wilson,1954/01/09,NY,New York,USA,68,S,0,69,A0001,96,A,69000,396-98-6856,married,yadams@yahoo.com,908-795-4798,15,R,P1003118,2037-12-12,,9.2,2.02,9.2,2.02,Cheyenne Wolf,Son,100,14/02/2023 10:19:06
10009982,10040127,2022-09-22,2022/12/12,F,Jennifer,Hicks,1988/07/13,MT,Billings,USA,34,S,0,379,A0001,454,A,379000,828-99-0127,single,pross@hotmail.com,381-858-6512,15,R,P1000523,2037-12-12,,43.51,9.57,43.51,9.57,Sara Simmons,Daughter,100,14/02/2023 10:19:06
10009983,10027309,2022-10-09,2022/12/12,F,Stephanie,Parker,1957/11/17,WV,Charleston,USA,65,S,2,451,A0001,631,A,451000,391-91-5487,single,owagner@yahoo.com,964-860-4267,15,N,P1002320,2037-12-12,,60.47,13.3,60.47,13.3,Holly Miller,Spouse,100,14/02/2023 10:19:06
10009984,10047269,2022-12-09,2022/12/12,F,Debra,Anderson,1997/12/08,MT,Billings,USA,25,S,1,142,A0001,170,A,142000,764-84-9565,married,cranejudy@yahoo.com,646-423-3510,15,R,P1000148,2037-12-12,,16.29,3.58,16.29,3.58,Brittany Jones,Son,100,14/02/2023 10:19:06
10009985,10039286,2022-09-28,2022/12/12,M,Gregory,Wright,1959/06/25,NE,Lincoln,USA,63,S,1,492,A0001,688,A,492000,485-92-0654,single,arichardson@gmail.com,168-522-2549,15,R,P1001951,2037-12-12,,65.93,14.5,65.93,14.5,Marie Moyer,Daughter,100,14/02/2023 10:19:06
10009986,10023968,2022-11-14,2022/12/12,M,Richard,Silva,1985/12/24,CO,Aurora,USA,36,N,0,228,A0001,262,A,228000,161-16-6753,single,pollarderic@hotmail.com,637-426-3526,15,R,P1000507,2037-12-12,,25.11,5.52,25.11,5.52,John Young,Son,100,14/02/2023 10:19:06
10009987,10021903,2022-10-04,2022/12/13,F,Jennifer,Lawson,1939/10/07,IA,Cedar Rapids,USA,83,S,2,317,A0001,190,A,317000,349-48-5475,single,weaversandra@gmail.com,031-182-2544,15,N,P1000540,2037-12-13,,18.21,4.01,18.21,4.01,Sarah Baxter,Son,100,14/02/2023 10:19:06
10009988,10009685,2022-09-24,2022/12/13,F,Roberta,Holland,1974/07/05,DE,Dover,USA,48,N,0,127,A0001,165,A,127000,344-05-5917,divorced,douglas21@yahoo.com,917-370-8833,15,R,P1003081,2037-12-13,,15.81,3.48,15.81,3.48,Edward Strickland,Daughter,100,14/02/2023 10:19:06
10009989,10006252,2022-10-31,2022/12/13,F,Michelle,White,2008/07/19,ID,Boise,USA,14,N,2,286,A0001,328,A,286000,479-94-1798,married,erica87@gmail.com,642-729-1398,15,N,P1002532,2037-12-13,,31.43,6.91,31.43,6.91,Danny Short,Spouse,100,14/02/2023 10:19:06
10009990,10041095,2022-10-15,2022/12/13,M,Scott,Clark,1976/09/19,SD,Sioux Falls,USA,46,S,2,222,A0001,310,A,222000,303-22-3242,married,marymorris@yahoo.com,185-700-8414,15,R,P1003848,2037-12-13,,29.71,6.54,29.71,6.54,Kenneth Mitchell,Son,100,14/02/2023 10:19:06
10009991,10035148,2022-12-01,2022/12/13,M,Alexander,Keller,1977/04/19,KS,Wichita,USA,45,S,1,339,A0001,406,A,339000,850-30-8333,divorced,meagan98@hotmail.com,575-634-3259,15,R,P1002911,2037-12-13,,38.91,8.56,38.91,8.56,Shirley Spencer,Daughter,100,14/02/2023 10:19:06
10009992,10015454,2022-10-21,2022/12/13,M,William,Hall,1988/12/29,TX,Garland,USA,33,S,1,416,A0001,499,A,416000,367-94-4000,single,davishailey@yahoo.com,627-073-2973,15,R,P1003614,2037-12-13,,47.82,10.52,47.82,10.52,Cory Smith,Spouse,100,14/02/2023 10:19:06
10009993,10026979,2022-09-30,2022/12/13,M,Kenneth,Bowen,1948/10/04,TX,San Antonio,USA,74,S,0,316,A0001,442,A,316000,858-79-5459,married,robertperez@yahoo.com,614-367-0531,15,R,P1002696,2037-12-13,,42.36,9.32,42.36,9.32,James Everett,Son,100,14/02/2023 10:19:06
10009994,10046275,2022-10-24,2022/12/13,F,Christy,Torres,1964/07/26,MI,Warren,USA,58,N,2,321,A0001,417,A,321000,540-17-8502,married,michael20@yahoo.com,729-898-9722,15,R,P1002267,2037-12-13,,39.96,8.79,39.96,8.79,Megan Blake,Daughter,100,14/02/2023 10:19:06
10009995,10022412,2022-10-24,2022/12/13,M,Jeffrey,Nelson,1976/10/11,NE,Lincoln,USA,46,S,0,464,A0001,649,A,464000,090-62-8096,divorced,matthewstracy@gmail.com,168-944-8160,15,N,P1002953,2037-12-13,,62.2,13.68,62.2,13.68,Mark Wang,Spouse,100,14/02/2023 10:19:06
10009996,10009362,2022-10-22,2022/12/13,F,Brenda,Santana,1980/07/13,SD,Sioux Falls,USA,42,S,0,282,A0001,338,A,282000,225-30-9173,married,ocarrillo@gmail.com,271-169-4578,15,R,P1000287,2037-12-13,,32.39,7.13,32.39,7.13,Brent Hall,Spouse,100,14/02/2023 10:19:06
10009997,10038084,2022-10-05,2022/12/13,M,Aaron,Wright,1975/02/12,FL,Gainesville,USA,47,N,0,59,A0001,76,A,59000,085-39-2312,married,jerry51@hotmail.com,924-808-9329,15,R,P1002416,2037-12-13,,7.28,1.6,7.28,1.6,Jennifer Nguyen,Spouse,100,14/02/2023 10:19:06
10009998,10007980,2022-12-05,2022/12/13,M,Ronald,Williams,2007/06/10,NC,Raleigh,USA,15,N,1,119,A0001,136,A,119000,042-58-3087,single,hooverstephanie@gmail.com,589-069-4142,15,R,P1002253,2037-12-13,,13.03,2.87,13.03,2.87,Jeffrey Blackwell,Spouse,100,14/02/2023 10:19:06
10009999,10029235,2022-11-14,2022/12/14,F,Stephanie,Owens,1952/03/08,TX,Dallas,USA,70,N,0,481,A0001,625,A,481000,743-29-2384,single,dcollins@gmail.com,175-325-8998,15,R,P1002614,2037-12-14,,59.9,13.18,59.9,13.18,Dawn Miranda,Spouse,100,14/02/2023 10:19:06
10010000,10002380,2022-09-27,2022/12/14,F,Kelly,Marsh,1992/09/16,SD,Sioux Falls,USA,30,N,0,152,A0001,174,A,152000,632-61-5155,single,cgarcia@hotmail.com,239-505-3598,15,N,P1001184,2037-12-14,,16.67,3.67,16.67,3.67,Mary Peters,Daughter,100,14/02/2023 10:19:06
10010001,10030438,2022-12-07,2022/12/14,F,Margaret,Clark,1968/10/04,NV,Las Vegas,USA,54,S,1,267,A0001,373,A,267000,635-91-3837,single,mooreteresa@yahoo.com,365-813-6198,15,N,P1002607,2037-12-14,,35.75,7.87,35.75,7.87,John Mills,Son,100,14/02/2023 10:19:06
10010002,10011118,2022-09-20,2022/12/14,M,Joseph,Roberts,1954/04/26,MI,Lansing,USA,68,S,2,89,A0001,124,A,89000,301-75-2483,married,heather09@gmail.com,800-111-8946,15,N,P1001835,2037-12-14,,11.88,2.61,11.88,2.61,Teresa Potter,Son,100,14/02/2023 10:19:06
10010003,10009425,2022-09-16,2022/12/14,M,Zachary,Burton,1944/10/29,ME,Augusta,USA,78,N,2,156,A0001,202,A,156000,376-36-8576,married,bleonard@hotmail.com,025-718-0092,15,N,P1002608,2037-12-14,,19.36,4.26,19.36,4.26,Justin Macdonald,Spouse,100,14/02/2023 10:19:06
10010004,10011690,2022-10-26,2022/12/14,M,Brandon,Perkins,1946/01/03,IN,Indianapolis,USA,76,S,2,156,A0001,218,A,156000,244-36-7529,single,ngordon@gmail.com,901-858-0274,15,R,P1002826,2037-12-14,,20.89,4.6,20.89,4.6,Robin Fisher,Daughter,100,14/02/2023 10:19:06
10010005,10020646,2022-12-13,2022/12/14,M,Randy,Bryant,1991/01/13,AK,Anchorage,USA,31,N,2,57,A0001,65,A,57000,419-02-5476,married,watkinsmark@gmail.com,190-161-5690,15,N,P1003594,2037-12-14,,6.23,1.37,6.23,1.37,Jerry Anderson,Daughter,100,14/02/2023 10:19:06
10010006,10038721,2022-09-26,2022/12/14,M,Jesse,Martin,1993/05/08,AZ,Chandler,USA,29,S,0,73,A0001,87,A,73000,058-02-3919,single,leah13@yahoo.com,726-622-2416,15,R,P1003269,2037-12-14,,8.34,1.83,8.34,1.83,David Hall,Spouse,100,14/02/2023 10:19:06
10010007,10014754,2022-11-27,2022/12/14,M,Marco,Frazier,1997/01/16,LA,Baton Rouge,USA,25,S,2,410,A0001,492,A,410000,070-89-0913,single,andersonpamela@hotmail.com,776-688-3612,15,R,P1000386,2037-12-14,,47.15,10.37,47.15,10.37,Chad Giles,Son,100,14/02/2023 10:19:06
10010008,10030442,2022-10-26,2022/12/15,F,April,Smith,1947/07/09,VT,Montpelier,USA,75,N,1,208,A0001,270,A,208000,017-29-9299,single,ryanpratt@yahoo.com,159-105-4285,15,N,P1002261,2037-12-15,,25.87,5.69,25.87,5.69,Austin Yates,Spouse,100,14/02/2023 10:19:06
10010009,10038374,2022-09-26,2022/12/15,F,Diana,Mahoney,2001/10/19,WV,Charleston,USA,21,S,1,441,A0001,529,A,441000,611-91-4926,divorced,ucollins@yahoo.com,017-643-7983,15,R,P1003532,2037-12-15,,50.7,11.15,50.7,11.15,Lorraine Richards,Daughter,100,14/02/2023 10:19:06
10010010,10048594,2022-10-30,2022/12/15,F,Angela,Tanner,1963/10/28,RI,Providence,USA,59,S,1,419,A0001,586,A,419000,198-57-4572,married,hallkevin@gmail.com,011-073-3735,15,N,P1001172,2037-12-15,,56.16,12.36,56.16,12.36,Michelle Mckenzie MD,Daughter,100,14/02/2023 10:19:06
10010011,10049526,2022-09-18,2022/12/16,F,April,Payne,1962/08/11,NM,Albuquerque,USA,60,S,2,115,A0001,161,A,115000,289-30-9848,single,jeremyrivera@hotmail.com,036-388-4373,15,R,P1000122,2037-12-16,,15.43,3.39,15.43,3.39,Erin Hester,Spouse,100,14/02/2023 10:19:06
10010012,10019030,2022-09-20,2022/12/16,M,Benjamin,Smith,1959/03/19,WI,Madison,USA,63,N,2,396,A0001,514,A,396000,172-76-8594,single,vegathomas@hotmail.com,089-975-8397,15,R,P1003395,2037-12-16,,49.26,10.84,49.26,10.84,David Newman,Daughter,100,14/02/2023 10:19:06
10010013,10022640,2022-12-13,2022/12/16,F,Amanda,Johnson,1987/05/31,AZ,Phoenix,USA,35,S,1,196,A0001,235,A,196000,590-69-6463,single,tammyhobbs@gmail.com,453-766-0449,15,R,P1003403,2037-12-16,,22.52,4.95,22.52,4.95,Jonathan Mcdonald,Daughter,100,14/02/2023 10:19:06
10010014,10010226,2022-11-13,2022/12/16,F,Robin,Hernandez,1986/12/10,NV,Las Vegas,USA,36,S,1,270,A0001,324,A,270000,546-18-1988,single,wcarroll@yahoo.com,410-809-7627,15,R,P1003903,2037-12-16,,31.05,6.83,31.05,6.83,Christine Hunter,Spouse,100,14/02/2023 10:19:06
10010015,10013610,2022-11-23,2022/12/16,F,Kristen,Phillips,1995/10/02,CO,Aurora,USA,27,N,2,236,A0001,271,A,236000,156-75-3890,married,bernardgeorge@yahoo.com,921-933-8389,15,R,P1003075,2037-12-16,,25.97,5.71,25.97,5.71,Christopher Cox,Daughter,100,14/02/2023 10:19:06
10010016,10019310,2022-12-13,2022/12/16,F,Allison,Martin,1980/07/02,KY,Louisville,USA,42,N,2,256,A0001,294,A,256000,202-90-3677,married,perezanthony@gmail.com,977-119-6521,15,R,P1000744,2037-12-16,,28.17,6.2,28.17,6.2,Shari Sullivan,Spouse,100,14/02/2023 10:19:06
10010017,10014927,2022-11-17,2022/12/16,F,Kristin,Barry,1983/01/26,DE,Dover,USA,39,N,2,374,A0001,430,A,374000,726-11-3967,single,nguyenmichael@gmail.com,945-874-6467,15,N,P1000573,2037-12-16,,41.21,9.07,41.21,9.07,Alicia Summers,Spouse,100,14/02/2023 10:19:06
10010018,10043574,2022-10-31,2022/12/16,M,Richard,Gomez,1983/02/09,LA,New Orleans,USA,39,N,1,448,A0001,515,A,448000,459-20-4020,married,hooperjacob@hotmail.com,512-480-1693,15,N,P1000481,2037-12-16,,49.35,10.86,49.35,10.86,Mrs. Deborah Barrera,Daughter,100,14/02/2023 10:19:06
10010019,10045396,2022-10-18,2022/12/16,M,Edward,Hernandez,1958/12/08,OH,Cincinnati,USA,64,S,0,194,A0001,271,A,194000,376-58-4730,single,duncancassidy@gmail.com,212-396-9089,15,N,P1003375,2037-12-16,,25.97,5.71,25.97,5.71,Angela Pace,Daughter,100,14/02/2023 10:19:06
10010020,10049160,2022-11-15,2022/12/16,M,Erik,Butler,1951/09/22,MS,Jackson,USA,71,N,0,416,A0001,540,A,416000,674-24-2835,single,susan73@gmail.com,474-617-3274,15,R,P1002940,2037-12-16,,51.75,11.38,51.75,11.38,Tanya Rodriguez,Daughter,100,14/02/2023 10:19:06
10010021,10036623,2022-10-27,2022/12/16,M,Clifford,Underwood,1983/03/28,MI,Lansing,USA,39,N,2,323,A0001,371,A,323000,778-93-1746,single,juliecooper@gmail.com,257-944-3788,15,N,P1002539,2037-12-16,,35.55,7.82,35.55,7.82,Betty Hill DVM,Spouse,100,14/02/2023 10:19:06
10010022,10046983,2022-11-12,2022/12/17,F,Monica,Oconnor,1969/12/27,CT,Stamford,USA,52,S,0,115,A0001,161,A,115000,485-81-8256,single,mary19@yahoo.com,621-944-4149,15,R,P1003560,2037-12-17,,15.43,3.39,15.43,3.39,Paula Hopkins,Spouse,100,14/02/2023 10:19:06
10010023,10000171,2022-10-11,2022/12/17,M,Roger,Gregory,1945/05/29,NJ,Lakewood,USA,77,N,0,122,A0001,158,A,122000,201-57-3732,single,griffinkatherine@yahoo.com,237-800-5682,15,R,P1000995,2037-12-17,,15.14,3.33,15.14,3.33,Timothy Murphy,Daughter,100,14/02/2023 10:19:06
