claimno,policyid,firstname,lastname,claimsreporteddate,policyeffectivedate,claimstatus,claimdescription,adjudicationstatus,adjudicationdescription,EOBgenerated,claimamount,paidamount,adjudicationdate,paymentdate,beneficiaryname,beneficiaryrelationship,beneficiarypct,checkno,lastupdated
10000164,10000768,Erik,Harris,04/05/2020,2020/03/27,R,Received,,,Y,444000,,,,Terri Jones,Spouse,100,,14/02/2023 10:26:20
10000165,10000771,Robin,Nelson,04/05/2020,2020/03/28,P,Paid,,,Y,111000,111000,,04/14/2020,Debbie Russell,Son,100,1001001,14/02/2023 10:26:20
10000166,10000777,Theodore,Bailey,04/05/2020,2020/03/29,R,Received,,,Y,306000,,,,Lisa Levine,Daughter,100,,14/02/2023 10:26:20
10000167,10000802,Michelle,Johnson,04/05/2020,2020/04/02,A,Adjudicated,,,Y,181000,,04/18/2020,,John Douglas,Son,100,,14/02/2023 10:26:20
10000168,10000812,Diamond,Reyes,04/05/2020,2020/04/03,P,Paid,,,Y,315000,315000,,05/01/2020,Francisco Williamson,Son,100,1001001,14/02/2023 10:26:20
10000169,10000813,Jessica,Morton,04/05/2020,2020/04/03,A,Adjudicated,,,Y,239000,,04/10/2020,,Nichole Ortiz,Daughter,100,,14/02/2023 10:26:20
10000170,10000814,Margaret,Sanders,04/05/2020,2020/04/04,R,Received,,,Y,183000,,,,Edward Stone,Daughter,100,,14/02/2023 10:26:20
10000171,10000819,David,Bailey,04/05/2020,2020/04/04,P,Paid,,,Y,261000,261000,,05/04/2020,Stacy Bennett,Son,100,1001001,14/02/2023 10:26:20
10000172,10000825,Alan,Chavez,04/05/2020,2020/04/04,R,Received,,,N,175000,,,,Brent Arnold,Son,100,,14/02/2023 10:26:20
10000173,10000826,Debra,Jackson,04/05/2020,2020/04/04,P,Paid,,,Y,495000,495000,,05/07/2020,Eugene Gillespie,Spouse,100,1001001,14/02/2023 10:26:20
10000174,10000829,James,Crosby,04/05/2020,2020/04/05,P,Paid,,,N,355000,355000,,05/07/2020,Edward Ross,Spouse,100,1001001,14/02/2023 10:26:20
10000175,10000830,Jason,Smith,04/05/2020,2020/04/05,I,Inprogress,PL,Policy Lapsed,Y,426000,,,,Laura Sherman,Daughter,100,,14/02/2023 10:26:20
10000176,10000834,Ann,Schmidt,04/05/2020,2020/04/05,R,Received,,,Y,136000,,,,Alexandria Cross,Son,100,,14/02/2023 10:26:20
10000177,10000267,Tina,Miller,04/05/2020,2020/01/27,I,Inprogress,BN,Beneficiary Not Found,Y,69000,,,,Kelly Lyons,Spouse,100,,14/02/2023 10:26:20
10000178,10000338,Michael,White,04/05/2020,2020/02/06,A,Adjudicated,,,N,357000,,04/25/2020,,Cynthia Hunt,Son,100,,14/02/2023 10:26:20
10000179,10000364,Joel,Walls,04/05/2020,2020/02/08,A,Adjudicated,,,N,203000,,05/05/2020,,Tracey Ramos,Spouse,100,,14/02/2023 10:26:20
10000180,10000424,James,King,04/05/2020,2020/02/14,I,Inprogress,FI,Fraud Investigation In Progress,N,382000,,,,Joseph Gardner,Daughter,100,,14/02/2023 10:26:20
10000181,10000425,Brad,Marsh,04/05/2020,2020/02/15,P,Paid,,,Y,209000,209000,,05/04/2020,Ann Miller,Spouse,100,1001001,14/02/2023 10:26:20
10000182,10000464,Nathan,Galloway,04/05/2020,2020/02/20,I,Inprogress,PL,Policy Lapsed,Y,498000,,,,Heather Murray,Spouse,100,,14/02/2023 10:26:20
10000183,10000478,Adam,Cohen,04/05/2020,2020/02/23,I,Inprogress,FI,Fraud Investigation In Progress,N,390000,,,,Matthew Ward,Spouse,100,,14/02/2023 10:26:20
10000184,10000493,Alyssa,Jackson,04/05/2020,2020/02/26,R,Received,,,N,189000,,,,Willie Brown,Son,100,,14/02/2023 10:26:20
10000185,10000514,William,Walsh,04/05/2020,2020/02/29,I,Inprogress,RA,Requirement Awaited,Y,119000,,,,Destiny Curtis,Son,100,,14/02/2023 10:26:20
10000186,10000007,Sergio,Hall,04/05/2020,2019/12/31,P,Paid,,,Y,126000,126000,,04/13/2020,Laura Andrews,Spouse,100,1001001,14/02/2023 10:26:20
10000187,10000008,Troy,Vazquez,04/05/2020,2019/12/31,I,Inprogress,BN,Beneficiary Not Found,N,167000,,,,Angela Allen,Son,100,,14/02/2023 10:26:20
10000188,10000011,Christopher,Hines,04/05/2020,2019/12/31,I,Inprogress,RA,Requirement Awaited,Y,319000,,,,Jacob Rodriguez,Spouse,100,,14/02/2023 10:26:20
10000189,10000015,Sherry,Rodriguez,04/05/2020,2019/12/31,I,Inprogress,RA,Requirement Awaited,Y,328000,,,,Lawrence Johnson,Son,100,,14/02/2023 10:26:20
10000190,10000017,David,Ho,04/05/2020,2020/01/01,A,Adjudicated,,,N,235000,,04/28/2020,,Kaitlyn Smith,Spouse,100,,14/02/2023 10:26:20
10000191,10000024,Juan,Miller,04/05/2020,2020/01/01,I,Inprogress,PL,Policy Lapsed,Y,226000,,,,Heather Wells,Spouse,100,,14/02/2023 10:26:20
10000192,10000083,Kendra,Curtis,04/05/2020,2020/01/08,I,Inprogress,FI,Fraud Investigation In Progress,Y,201000,,,,Lindsay Mitchell,Daughter,100,,14/02/2023 10:26:20
10000193,10000114,Jesse,Pittman,04/05/2020,2020/01/14,P,Paid,,,Y,119000,119000,,05/09/2020,Jeffrey Edwards,Daughter,100,1001001,14/02/2023 10:26:20
10000194,10000117,Justin,Johnson,04/05/2020,2020/01/14,R,Received,,,N,423000,,,,Jacob Clay,Son,100,,14/02/2023 10:26:20
10000195,10000180,Kristin,Anderson,04/05/2020,2020/01/23,R,Received,,,Y,478000,,,,Kristopher Roberts,Spouse,100,,14/02/2023 10:26:20
10000196,10000181,Justin,Phillips,04/05/2020,2020/01/23,I,Inprogress,FI,Fraud Investigation In Progress,Y,455000,,,,Sandy Ward,Daughter,100,,14/02/2023 10:26:20
10000197,10000190,Trevor,Hurley,04/05/2020,2020/01/24,P,Paid,,,Y,311000,311000,,04/25/2020,Theresa White,Spouse,100,1001001,14/02/2023 10:26:20
10000198,10000201,Nathan,Mason,04/05/2020,2020/01/25,R,Received,,,Y,80000,,,,Stephen Boyer,Spouse,100,,14/02/2023 10:26:20
10000199,10000238,Kimberly,Bass,04/05/2020,2020/01/31,P,Paid,,,N,363000,363000,,04/17/2020,Helen Patton,Daughter,100,1001001,14/02/2023 10:26:20
10000200,10000840,Michelle,Lynch,05/03/2020,2020/03/30,I,Inprogress,FI,Fraud Investigation In Progress,N,385000,,,,Margaret Ball,Daughter,100,,14/02/2023 10:26:20
10000201,10000842,Dana,Cooper,05/03/2020,2020/03/30,R,Received,,,N,57000,,,,Timothy Hernandez,Spouse,100,,14/02/2023 10:26:20
10000202,10000850,Sean,Hamilton,05/03/2020,2020/03/31,P,Paid,,,Y,347000,347000,,05/19/2020,Ricardo James,Son,100,1001001,14/02/2023 10:26:20
10000203,10000859,Leah,Griffin,05/03/2020,2020/03/31,I,Inprogress,BN,Beneficiary Not Found,Y,400000,,,,Rodney Perry,Daughter,100,,14/02/2023 10:26:20
10000204,10000865,Jessica,Morton,05/03/2020,2020/04/01,A,Adjudicated,,,N,497000,,05/25/2020,,James Walker,Spouse,100,,14/02/2023 10:26:20
10000205,10000866,Hunter,Rodriguez,05/03/2020,2020/04/01,P,Paid,,,N,289000,289000,,06/03/2020,Andrea Moreno,Son,100,1001001,14/02/2023 10:26:20
10000206,10000870,Erin,Lewis,05/03/2020,2020/04/01,R,Received,,,Y,341000,,,,Luis Martin,Daughter,100,,14/02/2023 10:26:20
10000207,10000873,Holly,Reyes,05/03/2020,2020/04/01,A,Adjudicated,,,Y,147000,,05/23/2020,,Gregory Green,Daughter,100,,14/02/2023 10:26:20
10000208,10000876,Kenneth,Hudson,05/03/2020,2020/04/01,A,Adjudicated,,,N,155000,,06/01/2020,,Peggy Barrett,Spouse,100,,14/02/2023 10:26:20
10000209,10000878,Antonio,Tate,05/03/2020,2020/04/02,P,Paid,,,N,280000,280000,,06/05/2020,Diana Richmond,Son,100,1001001,14/02/2023 10:26:20
10000210,10000891,Valerie,Duarte,05/03/2020,2020/04/04,R,Received,,,Y,288000,,,,Marc Bowers,Spouse,100,,14/02/2023 10:26:20
10000211,10000892,Jeffrey,Donaldson,05/03/2020,2020/04/04,P,Paid,,,Y,108000,108000,,05/10/2020,Vincent Pena,Spouse,100,1001001,14/02/2023 10:26:20
10000212,10000902,Danielle,Valdez,05/03/2020,2020/04/05,I,Inprogress,DP,Document in Process,Y,120000,,,,Erin Jones,Son,100,,14/02/2023 10:26:20
10000213,10000903,Amy,Golden,05/03/2020,2020/04/05,I,Inprogress,DP,Document in Process,Y,240000,,,,Arthur Carney,Daughter,100,,14/02/2023 10:26:20
10000214,10000905,Maureen,Smith,05/03/2020,2020/04/05,I,Inprogress,RA,Requirement Awaited,Y,392000,,,,Ms. Angela Braun DVM,Spouse,100,,14/02/2023 10:26:20
10000215,10000907,Heather,Norton,05/03/2020,2020/04/06,R,Received,,,N,494000,,,,Barbara Watson,Son,100,,14/02/2023 10:26:20
10000216,10000913,Susan,Peterson,05/03/2020,2020/04/07,R,Received,,,N,123000,,,,Jose James,Spouse,100,,14/02/2023 10:26:20
10000217,10000916,Kyle,Cross,05/03/2020,2020/04/07,R,Received,,,Y,167000,,,,Stacy Fleming,Daughter,100,,14/02/2023 10:26:20
10000218,10000919,Adam,Smith,05/03/2020,2020/04/07,A,Adjudicated,,,Y,101000,,05/20/2020,,Tommy Monroe,Spouse,100,,14/02/2023 10:26:20
10000219,10000921,Anthony,Jones,05/03/2020,2020/04/08,I,Inprogress,DP,Document in Process,Y,204000,,,,Andrew Hernandez,Daughter,100,,14/02/2023 10:26:20
10000220,10000930,Donald,Smith,05/03/2020,2020/04/09,I,Inprogress,BN,Beneficiary Not Found,N,112000,,,,Jacob Navarro,Son,100,,14/02/2023 10:26:20
10000221,10000935,Laura,Anderson,05/03/2020,2020/04/09,R,Received,,,Y,245000,,,,Timothy Pollard,Daughter,100,,14/02/2023 10:26:20
10000222,10000942,Linda,Fuentes,05/03/2020,2020/04/10,R,Received,,,N,269000,,,,Lori Reyes,Spouse,100,,14/02/2023 10:26:20
10000223,10000944,David,Collins,05/03/2020,2020/04/10,P,Paid,,,N,68000,68000,,05/20/2020,Samantha Rios,Daughter,100,1001001,14/02/2023 10:26:20
10000224,10000949,Savannah,Pineda,05/03/2020,2020/04/10,R,Received,,,Y,429000,,,,Lisa Small,Spouse,100,,14/02/2023 10:26:20
10000225,10000950,Jeffrey,Byrd,05/03/2020,2020/04/11,P,Paid,,,Y,297000,297000,,05/10/2020,Anthony Clark,Son,100,1001001,14/02/2023 10:26:20
10000226,10000956,Thomas,Parker,05/03/2020,2020/04/11,A,Adjudicated,,,N,316000,,05/14/2020,,Walter Mack,Son,100,,14/02/2023 10:26:20
10000227,10000957,James,Collins,05/03/2020,2020/04/11,A,Adjudicated,,,Y,360000,,05/18/2020,,Daniel Davis,Son,100,,14/02/2023 10:26:20
10000228,10000960,Mark,Kim,05/03/2020,2020/04/11,P,Paid,,,Y,368000,368000,,06/01/2020,Ashley Pham,Spouse,100,1001001,14/02/2023 10:26:20
10000229,10000972,Eric,Carter,05/03/2020,2020/04/13,P,Paid,,,N,431000,431000,,05/17/2020,Teresa Nguyen,Spouse,100,1001001,14/02/2023 10:26:20
10000230,10000973,Kimberly,Huang,05/03/2020,2020/04/13,I,Inprogress,PL,Policy Lapsed,Y,463000,,,,Andrew Lambert,Son,100,,14/02/2023 10:26:20
10000231,10000983,Rebekah,Freeman,05/03/2020,2020/04/13,I,Inprogress,PL,Policy Lapsed,N,311000,,,,Calvin Trujillo,Spouse,100,,14/02/2023 10:26:20
10000232,10000986,Alexis,Stafford,05/03/2020,2020/04/14,I,Inprogress,DP,Document in Process,N,420000,,,,Hannah Riggs PhD,Son,100,,14/02/2023 10:26:20
10000233,10000988,Molly,Lewis,05/03/2020,2020/04/14,R,Received,,,Y,66000,,,,Gerald Whitney,Son,100,,14/02/2023 10:26:20
10000234,10000992,Jessica,Gonzalez,05/03/2020,2020/04/14,A,Adjudicated,,,N,468000,,05/31/2020,,Erin Roberts,Son,100,,14/02/2023 10:26:20
10000235,10000995,Shannon,White,05/03/2020,2020/04/16,P,Paid,,,N,435000,435000,,05/23/2020,Pamela Davis,Son,100,1001001,14/02/2023 10:26:20
10000236,10001001,Sylvia,Gordon,05/03/2020,2020/04/16,I,Inprogress,PL,Policy Lapsed,Y,354000,,,,Jimmy Ward,Daughter,100,,14/02/2023 10:26:20
10000237,10001002,Rebecca,Martin,05/03/2020,2020/04/16,I,Inprogress,PL,Policy Lapsed,N,124000,,,,Barbara Martin,Daughter,100,,14/02/2023 10:26:20
10000238,10001005,Nathan,Washington,05/03/2020,2020/04/16,A,Adjudicated,,,N,363000,,05/29/2020,,Veronica Rasmussen,Spouse,100,,14/02/2023 10:26:20
10000239,10001008,Regina,James,05/03/2020,2020/04/17,I,Inprogress,BN,Beneficiary Not Found,Y,128000,,,,Mrs. Rebecca Powell,Spouse,100,,14/02/2023 10:26:20
10000240,10001018,Holly,Lindsey,05/03/2020,2020/04/17,R,Received,,,Y,498000,,,,Rita Yoder,Spouse,100,,14/02/2023 10:26:20
10000241,10001022,Lauren,Stephens,05/03/2020,2020/04/18,I,Inprogress,PL,Policy Lapsed,N,136000,,,,Scott Farley,Son,100,,14/02/2023 10:26:20
10000242,10001024,Ashlee,Hamilton,05/03/2020,2020/04/18,I,Inprogress,DP,Document in Process,Y,240000,,,,Sandra Sanchez,Spouse,100,,14/02/2023 10:26:20
10000243,10001027,Nicole,Wilkins,05/03/2020,2020/04/18,R,Received,,,Y,265000,,,,Amanda Henderson,Daughter,100,,14/02/2023 10:26:20
10000244,10001046,Zachary,May,05/03/2020,2020/04/20,R,Received,,,Y,353000,,,,Eric Rose,Daughter,100,,14/02/2023 10:26:20
10000245,10001047,Melissa,Lawson,05/03/2020,2020/04/20,I,Inprogress,RA,Requirement Awaited,N,481000,,,,Emily Bullock,Son,100,,14/02/2023 10:26:20
10000246,10001057,Lee,Stanley,05/03/2020,2020/04/20,I,Inprogress,FI,Fraud Investigation In Progress,N,236000,,,,Margaret Mcpherson,Son,100,,14/02/2023 10:26:20
10000247,10001064,John,Stewart,05/03/2020,2020/04/21,R,Received,,,N,65000,,,,Richard Reilly,Spouse,100,,14/02/2023 10:26:20
10000248,10001067,Courtney,Russo,05/03/2020,2020/04/21,I,Inprogress,DP,Document in Process,Y,421000,,,,Frank Reynolds,Daughter,100,,14/02/2023 10:26:20
10000249,10001077,Theresa,Ho,05/03/2020,2020/04/25,P,Paid,,,Y,368000,368000,,05/13/2020,Jeffrey Gonzalez,Daughter,100,1001001,14/02/2023 10:26:20
10000250,10001102,Elizabeth,Rivers,05/03/2020,2020/04/28,I,Inprogress,DP,Document in Process,N,121000,,,,James Hill,Daughter,100,,14/02/2023 10:26:20
10000251,10001108,Margaret,Mendoza,05/03/2020,2020/04/29,P,Paid,,,Y,230000,230000,,06/06/2020,Kimberly Peterson,Spouse,100,1001001,14/02/2023 10:26:20
10000252,10001112,Candace,Stone,05/03/2020,2020/04/29,R,Received,,,N,440000,,,,Jennifer Molina,Spouse,100,,14/02/2023 10:26:20
10000253,10001116,Katherine,Gillespie,05/03/2020,2020/05/01,R,Received,,,N,219000,,,,Scott Hernandez,Daughter,100,,14/02/2023 10:26:20
10000254,10001124,Todd,Mccormick,05/03/2020,2020/05/01,P,Paid,,,N,278000,278000,,05/27/2020,Linda Spence,Spouse,100,1001001,14/02/2023 10:26:20
10000255,10001125,Stephen,Cruz,05/03/2020,2020/05/01,R,Received,,,N,374000,,,,Michael Dixon,Son,100,,14/02/2023 10:26:20
10000256,10001131,Sara,Wang,05/03/2020,2020/05/02,P,Paid,,,N,223000,223000,,05/15/2020,Justin Mills,Daughter,100,1001001,14/02/2023 10:26:20
10000257,10001135,Heather,Hernandez,05/03/2020,2020/05/02,R,Received,,,N,474000,,,,James Brewer,Son,100,,14/02/2023 10:26:20
10000258,10000549,Roger,Bradford,05/03/2020,2020/02/26,P,Paid,,,Y,354000,354000,,06/06/2020,Tina Poole,Daughter,100,1001001,14/02/2023 10:26:20
10000259,10000561,Michael,Johnson,05/03/2020,2020/02/27,P,Paid,,,Y,235000,235000,,05/09/2020,Anna Sutton,Spouse,100,1001001,14/02/2023 10:26:20
10000260,10000590,Shannon,Huff,05/03/2020,2020/03/02,P,Paid,,,N,111000,111000,,05/19/2020,Amanda Cooper,Spouse,100,1001001,14/02/2023 10:26:20
10000261,10000591,Jennifer,Pope,05/03/2020,2020/03/02,I,Inprogress,PL,Policy Lapsed,N,421000,,,,Denise Phillips,Spouse,100,,14/02/2023 10:26:20
10000262,10000637,Cynthia,Phillips,05/03/2020,2020/03/11,I,Inprogress,RA,Requirement Awaited,N,335000,,,,Michele Atkinson,Daughter,100,,14/02/2023 10:26:20
10000263,10000649,Pamela,Baldwin,05/03/2020,2020/03/12,P,Paid,,,Y,389000,389000,,05/16/2020,Mrs. Lindsay Jones MD,Son,100,1001001,14/02/2023 10:26:20
10000264,10000666,Brent,Wright,05/03/2020,2020/03/15,P,Paid,,,N,80000,80000,,05/21/2020,Stephen Shields,Daughter,100,1001001,14/02/2023 10:26:20
10000265,10000690,Matthew,Soto,05/03/2020,2020/03/18,P,Paid,,,Y,92000,92000,,05/14/2020,Christian Ruiz,Son,100,1001001,14/02/2023 10:26:20
10000266,10000701,Dominique,Ryan,05/03/2020,2020/03/18,I,Inprogress,DP,Document in Process,Y,432000,,,,Andrew Gonzalez,Daughter,100,,14/02/2023 10:26:20
10000267,10000776,Michael,Knight,05/03/2020,2020/03/29,A,Adjudicated,,,Y,456000,,05/14/2020,,Jimmy Johnson,Son,100,,14/02/2023 10:26:20
10000268,10000795,Patrick,Adkins,05/03/2020,2020/04/02,A,Adjudicated,,,N,234000,,05/27/2020,,Christopher Deleon,Spouse,100,,14/02/2023 10:26:20
10000269,10000801,April,Mckinney,05/03/2020,2020/04/02,I,Inprogress,RA,Requirement Awaited,Y,367000,,,,Alexandria Summers,Son,100,,14/02/2023 10:26:20
10000270,10000806,Aaron,Lara,05/03/2020,2020/04/02,R,Received,,,Y,413000,,,,Melanie Cooper,Spouse,100,,14/02/2023 10:26:20
10000271,10000807,Heather,Lam,05/03/2020,2020/04/02,R,Received,,,Y,125000,,,,Crystal Marquez,Spouse,100,,14/02/2023 10:26:20
10000272,10000287,Jerry,Collins,05/03/2020,2020/01/30,A,Adjudicated,,,N,179000,,05/09/2020,,Maria Henry,Spouse,100,,14/02/2023 10:26:20
10000273,10000322,Margaret,Allen,05/03/2020,2020/02/04,P,Paid,,,Y,270000,270000,,06/03/2020,Sarah Oliver,Son,100,1001001,14/02/2023 10:26:20
10000274,10000397,Christopher,King,05/03/2020,2020/02/11,R,Received,,,Y,121000,,,,Randy Armstrong,Daughter,100,,14/02/2023 10:26:20
10000275,10000416,Christina,Black,05/03/2020,2020/02/14,I,Inprogress,PL,Policy Lapsed,N,81000,,,,Vincent Thompson,Spouse,100,,14/02/2023 10:26:20
10000276,10000490,Frank,Jones,05/03/2020,2020/02/25,A,Adjudicated,,,N,387000,,05/25/2020,,Wesley Davis,Daughter,100,,14/02/2023 10:26:20
10000277,10000491,Anita,Roberts,05/03/2020,2020/02/25,I,Inprogress,PL,Policy Lapsed,N,373000,,,,Robert Golden,Daughter,100,,14/02/2023 10:26:20
10000278,10000013,Wanda,Hernandez,05/03/2020,2019/12/31,P,Paid,,,Y,343000,343000,,06/01/2020,Sandra Rogers,Spouse,100,1001001,14/02/2023 10:26:20
10000279,10000029,Michelle,Price,05/03/2020,2020/01/01,R,Received,,,Y,444000,,,,Clinton Ali,Spouse,100,,14/02/2023 10:26:20
10000280,10000091,Marisa,Watts,05/03/2020,2020/01/09,R,Received,,,Y,66000,,,,Renee Stone,Daughter,100,,14/02/2023 10:26:20
10000281,10000246,Samantha,Martinez,05/03/2020,2020/01/31,A,Adjudicated,,,N,90000,,05/18/2020,,Bobby Price,Son,100,,14/02/2023 10:26:20
10000282,10001145,Jacob,Mcmillan,05/31/2020,2020/04/28,R,Received,,,Y,136000,,,,Robert Massey,Spouse,100,,14/02/2023 10:26:20
10000283,10001152,Jason,Goodwin,05/31/2020,2020/04/28,R,Received,,,N,246000,,,,Jessica Koch,Son,100,,14/02/2023 10:26:20
10000284,10001153,Joshua,Perez,05/31/2020,2020/04/28,I,Inprogress,PL,Policy Lapsed,Y,223000,,,,Pamela Berry,Spouse,100,,14/02/2023 10:26:20
10000285,10001160,Nancy,Price,05/31/2020,2020/04/30,I,Inprogress,PL,Policy Lapsed,Y,231000,,,,Cheryl Friedman,Spouse,100,,14/02/2023 10:26:20
10000286,10001162,Stephen,Howard,05/31/2020,2020/04/30,A,Adjudicated,,,Y,391000,,06/30/2020,,Veronica Benson,Spouse,100,,14/02/2023 10:26:20
10000287,10001170,Carol,Maddox,05/31/2020,2020/04/30,A,Adjudicated,,,N,453000,,06/15/2020,,Bradley Miller,Spouse,100,,14/02/2023 10:26:20
10000288,10001171,Stephanie,Hart,05/31/2020,2020/05/01,I,Inprogress,DP,Document in Process,Y,167000,,,,Rodney Ball,Spouse,100,,14/02/2023 10:26:20
10000289,10001173,Molly,Dixon,05/31/2020,2020/05/01,I,Inprogress,FI,Fraud Investigation In Progress,N,436000,,,,Julie Brown,Daughter,100,,14/02/2023 10:26:20
10000290,10001175,Bryan,Mcconnell,05/31/2020,2020/05/01,I,Inprogress,RA,Requirement Awaited,N,249000,,,,Mrs. Hannah Parker DVM,Son,100,,14/02/2023 10:26:20
10000291,10001178,Jessica,West,05/31/2020,2020/05/01,A,Adjudicated,,,N,122000,,06/06/2020,,Cristian Gamble,Daughter,100,,14/02/2023 10:26:20
10000292,10001181,Jeffrey,Mayo,05/31/2020,2020/05/01,I,Inprogress,PL,Policy Lapsed,Y,234000,,,,Kimberly Davis DVM,Son,100,,14/02/2023 10:26:20
10000293,10001186,Johnny,Brady,05/31/2020,2020/05/02,R,Received,,,Y,443000,,,,Tracy Patel,Spouse,100,,14/02/2023 10:26:20
10000294,10001187,Karen,Anderson,05/31/2020,2020/05/02,R,Received,,,Y,60000,,,,Ashley Ramos,Daughter,100,,14/02/2023 10:26:20
10000295,10001189,Travis,Jones,05/31/2020,2020/05/02,I,Inprogress,BN,Beneficiary Not Found,N,284000,,,,Jonathan Johnson,Spouse,100,,14/02/2023 10:26:20
10000296,10001198,Regina,Harrison,05/31/2020,2020/05/03,I,Inprogress,BN,Beneficiary Not Found,Y,369000,,,,Sydney Stephens,Son,100,,14/02/2023 10:26:20
10000297,10001199,Cheryl,Bailey,05/31/2020,2020/05/03,P,Paid,,,N,372000,372000,,06/24/2020,William Gutierrez,Spouse,100,1001001,14/02/2023 10:26:20
10000298,10001212,David,Curtis,05/31/2020,2020/05/04,I,Inprogress,PL,Policy Lapsed,N,468000,,,,Anne Hernandez,Son,100,,14/02/2023 10:26:20
10000299,10001213,Sheila,Barr,05/31/2020,2020/05/04,P,Paid,,,N,217000,217000,,06/16/2020,Jennifer Gardner DVM,Son,100,1001001,14/02/2023 10:26:20
10000300,10001216,Anna,Ferguson,05/31/2020,2020/05/04,P,Paid,,,N,293000,293000,,06/29/2020,Marie Ortiz,Daughter,100,1001001,14/02/2023 10:26:20
10000301,10001220,Tyler,Curry,05/31/2020,2020/05/05,R,Received,,,N,403000,,,,Anna Stone,Son,100,,14/02/2023 10:26:20
10000302,10001223,Mary,Tran,05/31/2020,2020/05/05,I,Inprogress,RA,Requirement Awaited,N,414000,,,,Shannon Hunt,Spouse,100,,14/02/2023 10:26:20
10000303,10001225,Rebecca,Garcia,05/31/2020,2020/05/05,A,Adjudicated,,,N,105000,,06/26/2020,,Kevin Johnson,Son,100,,14/02/2023 10:26:20
10000304,10001228,John,Ellis,05/31/2020,2020/05/05,R,Received,,,Y,406000,,,,Stephen Thompson,Daughter,100,,14/02/2023 10:26:20
10000305,10001231,Larry,Garcia,05/31/2020,2020/05/05,R,Received,,,N,207000,,,,Justin Mcdonald,Son,100,,14/02/2023 10:26:20
10000306,10001237,Russell,Riley,05/31/2020,2020/05/06,P,Paid,,,N,469000,469000,,06/23/2020,John Ortega,Spouse,100,1001001,14/02/2023 10:26:20
10000307,10001243,Eric,Novak,05/31/2020,2020/05/06,R,Received,,,N,128000,,,,Rebecca Scott,Spouse,100,,14/02/2023 10:26:20
10000308,10001249,Thomas,Walls,05/31/2020,2020/05/07,I,Inprogress,RA,Requirement Awaited,Y,266000,,,,Zachary Obrien,Spouse,100,,14/02/2023 10:26:20
10000309,10001262,Amanda,Page,05/31/2020,2020/05/08,R,Received,,,Y,328000,,,,Michael Norris,Daughter,100,,14/02/2023 10:26:20
10000310,10001263,Michael,Richmond,05/31/2020,2020/05/08,I,Inprogress,PL,Policy Lapsed,Y,52000,,,,John Schmitt,Son,100,,14/02/2023 10:26:20
10000311,10001268,Eugene,Thompson,05/31/2020,2020/05/09,I,Inprogress,FI,Fraud Investigation In Progress,Y,229000,,,,Stacey Cooper,Spouse,100,,14/02/2023 10:26:20
10000312,10001279,Bryan,Green,05/31/2020,2020/05/10,R,Received,,,Y,318000,,,,Hunter Jenkins,Son,100,,14/02/2023 10:26:20
10000313,10001285,Jennifer,Fitzgerald,05/31/2020,2020/05/10,R,Received,,,Y,493000,,,,Robert Walker,Son,100,,14/02/2023 10:26:20
10000314,10001286,Jennifer,Jordan,05/31/2020,2020/05/10,R,Received,,,Y,195000,,,,Steven Hernandez,Son,100,,14/02/2023 10:26:20
10000315,10001291,Crystal,Mcmahon,05/31/2020,2020/05/10,I,Inprogress,FI,Fraud Investigation In Progress,Y,424000,,,,Sharon Alvarez,Son,100,,14/02/2023 10:26:20
10000316,10001323,Ashley,Moran,05/31/2020,2020/05/14,R,Received,,,N,105000,,,,Cynthia Lopez,Spouse,100,,14/02/2023 10:26:20
10000317,10001325,Cameron,Smith,05/31/2020,2020/05/14,I,Inprogress,BN,Beneficiary Not Found,Y,196000,,,,Charles Shaw,Son,100,,14/02/2023 10:26:20
10000318,10001335,Susan,Foster,05/31/2020,2020/05/16,A,Adjudicated,,,N,348000,,06/25/2020,,Michelle Soto,Daughter,100,,14/02/2023 10:26:20
10000319,10001341,Thomas,Dominguez,05/31/2020,2020/05/16,I,Inprogress,BN,Beneficiary Not Found,N,386000,,,,Michelle Parker,Son,100,,14/02/2023 10:26:20
10000320,10001344,Stephen,King,05/31/2020,2020/05/17,A,Adjudicated,,,Y,54000,,06/19/2020,,Ernest Valencia,Son,100,,14/02/2023 10:26:20
